game,char,file,duration_s,tail_maxdB,reason
family-guy,stewie,stewie-anguish-sustains-me-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-anorexic-aliens-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-best-idea-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-cold-in-here-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-ehh-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-ew-gross-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-farted-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-get-it-now-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-go-away-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-gorgeous-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-happy-hour-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-hilarious-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-holy-frijole-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-in-love-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-interview-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-interview-1.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-knock-it-off-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-naughty-girl-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-need-my-help-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-nightmare-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-no-apologies-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-nobody-this-stupid-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-oh-god-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-omg-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-omg-1.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-outrageous-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-rude-service-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-scared-me-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-score-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-score-score-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-scream-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-shmootzplatzen-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-silence-you-fool-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-stop-it-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-sweet-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-thats-crazy-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-thats-the-spirit-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-too-fabulous-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-tough-break-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-wall-between-us-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-want-wife-back-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-what-is-that-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-what-the-hell-0.mp3,2.0,-99.0,capped
family-guy,stewie,stewie-youre-funny-0.mp3,2.0,-99.0,capped
family-guy,_shared,_shared-makeover-0.mp3,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-introquestion-brightwing-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-introrespond-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-pissed-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,abathur,abathur-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-taunt-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,abathur,abathur-worthit-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,abathur,abathur-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-laugh-1.ogg,2.006,-99.0,capped
heroes-of-the-storm,alarak,alarak-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alarak,alarak-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-laugh-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,alexstrasza,alexstrasza-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,ana,ana-laugh-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,ana,ana-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,anduin,anduin-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,anduin,anduin-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,anduin,anduin-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,anduin,anduin-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,anduin,anduin-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,anduin,anduin-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-introboast-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-laugh00-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-laugh00-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-pissed-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,anub-arak,anub-arak-yes-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,artanis,artanis-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,artanis,artanis-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-introquestion-jaina-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-introquestion-muradin-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-introquestion-murky-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-introquestion-uther-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-killillidan-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-killkerrigan-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-killmuradin-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,arthas,arthas-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,arthas,arthas-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,auriel,auriel-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,azmodan,azmodan-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-ai-goodjob-0.ogg,2.009,-99.0,capped
heroes-of-the-storm,blaze,blaze-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-introresponse-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,blaze,blaze-pissed-2.ogg,1.995,-99.0,capped
heroes-of-the-storm,blaze,blaze-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-introboast-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-pissed-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,brightwing,brightwing-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cassia,cassia-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,cassia,cassia-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cassia,cassia-introboast-1.ogg,2.003,-99.0,capped
heroes-of-the-storm,cassia,cassia-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cassia,cassia-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,cassia,cassia-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,cassia,cassia-pissed-1.ogg,1.995,-99.0,capped
heroes-of-the-storm,cassia,cassia-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,chen,chen-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-laugh00-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-laugh00-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,chen,chen-laugh00-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chen,chen-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-introboast-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,cho,cho-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-introquestion-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,cho,cho-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,cho,cho-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,cho,cho-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-introresponse-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,chromie,chromie-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-ai-goodjob-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-introboast-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-introquestion-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,deathwing,deathwing-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-introquestion-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,deckard-cain,deckard-cain-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-ai-goodjob-1.ogg,2.006,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dehaka,dehaka-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-introquestion-murky-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-worthit-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,diablo,diablo-worthit-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,dva,dva-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,etc,etc-ai-goodjob-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,etc,etc-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,etc,etc-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,etc,etc-introboast-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,etc,etc-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,etc,etc-introquestion-deathwing-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,etc,etc-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,etc,etc-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,etc,etc-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,etc,etc-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,falstad,falstad-introboast-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,falstad,falstad-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,falstad,falstad-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,falstad,falstad-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,falstad,falstad-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,falstad,falstad-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,falstad,falstad-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,falstad,falstad-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-laugh-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,fenix,fenix-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,fenix,fenix-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,gall,gall-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,gall,gall-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,gall,gall-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-introboast-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-introboast-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-introquestion-0.ogg,2.0,-99.0,capped
